Test Case_ID,Test Case,Functionality
TC_564,Check by selecting start date greater than end date,Positive
TC_565,"Check by selecting valid PMS Code, Start Date and End Date",Positive
TC_566,Check and verify report data,Positive
TC_567,Check by clicking on PDF icon,Positive
TC_568,Check by clicking on Download icon,Positive
TC_569,Check and verify report data,Positive
TC_570,Check by clicking on PDF icon,Positive
TC_571,Check by clicking on Download icon,Positive
TC_572,Check and verify report data,Positive
TC_573,Check by clicking on PDF icon,Positive
TC_574,Check by clicking on Download icon,Positive
TC_575,Check and verify report data,Positive
TC_576,Check by clicking on PDF icon,Positive
TC_577,Check by clicking on Download icon,Positive
TC_578,Check and verify report data,Positive
TC_579,Check by clicking on PDF icon,Positive
TC_580,Check by clicking on Download icon,Positive
TC_581,Check and verify report data,Positive
TC_582,Check by clicking on PDF icon,Positive
TC_583,Check by clicking on Download icon,Positive
TC_584,Check name of report on page,Positive
TC_585,Check fields for Report,Positive
TC_586,Check and verify PMS code,Positive
TC_587,Check without selecting PMS code proceed further,Negative
TC_588,Check and verify Start date and end date,Positive
TC_589,Check with blank start date,Negative
TC_590,Check by selecting future start date,Negative
TC_591,Check with blank end date,Negative
TC_592,Check by selecting future end date,Negative
TC_593,Check by selecting start date greater than end date,Positive
TC_594,"Check by selecting valid PMS Code, Start Date and End Date",Positive
TC_595,Check and verify report data,Positive
TC_596,Check by clicking on PDF icon,Positive
TC_597,Check by clicking on Download icon,Positive
TC_598,Check and verify report data,Positive
TC_599,Check by clicking on PDF icon,Positive
TC_600,Check by clicking on Download icon,Positive
TC_601,Check and verify report data,Positive
TC_602,Check by clicking on PDF icon,Positive
TC_603,Check by clicking on Download icon,Positive
TC_604,Check and verify report data,Positive
TC_605,Check by clicking on PDF icon,Positive
TC_606,Check by clicking on Download icon,Positive
TC_607,Check and verify report data,Positive
TC_608,Check by clicking on PDF icon,Positive
TC_609,Check by clicking on Download icon,Positive
TC_610,Check and verify report data,Positive
TC_611,Check by clicking on PDF icon,Positive
TC_612,Check by clicking on Download icon,Positive
TC_613,Check name of report on page,Positive
TC_614,Check fields for Report,Positive
TC_615,Check and verify PMS code,Positive
TC_616,Check without selecting PMS code proceed further,Negative
TC_617,Check and verify Start date and end date,Positive
TC_618,Check with blank start date,Negative
TC_619,Check by selecting future start date,Negative
TC_620,Check with blank end date,Negative
TC_621,Check by selecting future end date,Negative
TC_622,Check by selecting start date greater than end date,Positive
TC_623,"Check by selecting valid PMS Code, Start Date and End Date",Positive
TC_624,Check and verify report data,Positive
TC_625,Check by clicking on PDF icon,Positive
TC_626,Check by clicking on Download icon,Positive
TC_627,Check and verify report data,Positive
TC_628,Check by clicking on PDF icon,Positive
TC_629,Check by clicking on Download icon,Positive
TC_630,Check and verify report data,Positive
TC_631,Check by clicking on PDF icon,Positive
TC_632,Check by clicking on Download icon,Positive
TC_633,Check and verify report data,Positive
TC_634,Check by clicking on PDF icon,Positive
TC_635,Check by clicking on Download icon,Positive
TC_636,Check and verify report data,Positive
TC_637,Check by clicking on PDF icon,Positive
TC_638,Check by clicking on Download icon,Positive
TC_639,Check and verify report data,Positive
TC_640,Check by clicking on PDF icon,Positive
TC_641,Check by clicking on Download icon,Positive
TC_642,Check name of report on page,Positive
TC_643,Check fields for Report,Positive
TC_644,Check and verify PMS code,Positive
TC_645,Check without selecting PMS code proceed further,Negative
TC_646,Check and verify Start date and end date,Positive
TC_647,Check with blank start date,Negative
TC_648,Check by selecting future start date,Negative
TC_649,Check with blank end date,Negative
TC_650,Check by selecting future end date,Negative
TC_651,Check by selecting start date greater than end date,Positive
TC_652,"Check by selecting valid PMS Code, Start Date and End Date",Positive
TC_653,Check and verify report data,Positive
TC_654,Check by clicking on PDF icon,Positive
TC_655,Check by clicking on Download icon,Positive
TC_656,Check and verify report data,Positive
TC_657,Check by clicking on PDF icon,Positive
TC_658,Check by clicking on Download icon,Positive
TC_659,Check and verify report data,Positive
TC_660,Check by clicking on PDF icon,Positive
TC_661,Check by clicking on Download icon,Positive
TC_662,Check and verify report data,Positive
TC_663,Check by clicking on PDF icon,Positive
TC_664,Check by clicking on Download icon,Positive
TC_665,Check and verify report data,Positive
TC_666,Check by clicking on PDF icon,Positive
TC_667,Check by clicking on Download icon,Positive
TC_668,Check and verify report data,Positive
TC_669,Check by clicking on PDF icon,Positive
TC_670,Check by clicking on Download icon,Positive
TC_671,Check name of report on page,Positive
TC_672,Check fields for Report,Positive
TC_673,Check and verify PMS code,Positive
TC_674,"Check without selecting PMS code, proceed further",Negative
TC_675,Check and verify Start date and end date,Positive
TC_676,Check with blank start date,Negative
TC_677,Check by selecting future start date,Negative
TC_678,Check with blank end date,Negative
TC_679,Check by selecting future end date,Negative
TC_680,Check by selecting start date greater than end date,Positive
TC_681,"Check by selecting valid PMS Code, Start Date and End Date",Positive
TC_682,Check and verify report data,Positive
TC_683,Check by clicking on PDF icon,Positive
TC_684,Check by clicking on excel icon,Positive
TC_685,Check and verify report data,Positive
TC_686,Check by clicking on PDF icon,Positive
TC_687,Check by clicking on excel icon,Positive
TC_688,Check and verify report data,Positive
TC_689,Check by clicking on PDF icon,Positive
TC_690,Check by clicking on excel icon,Positive
TC_691,Check and verify report data,Positive
TC_692,Check by clicking on PDF icon,Positive
TC_693,Check by clicking on Download icon,Positive
TC_694,Check and verify report data,Positive
TC_695,Check by clicking on PDF icon,Positive
TC_696,Check by clicking on Download icon,Positive
TC_697,Check and verify report data,Positive
TC_698,Check by clicking on PDF icon,Positive
TC_699,Check by clicking on Download icon,Positive
TC_700,Check name of report on page,Positive
TC_701,Check fields for Report,Positive
TC_702,Check and verify PMS code,Positive
TC_703,Check without selecting PMS code proceed further,Negative
TC_704,Check and verify Select Date,Positive
TC_705,Check with blank start date,Negative
TC_706,Check by selecting future start date,Negative
TC_707,Check end date field should not be present,Negative
TC_708,"Check by selecting valid PMS Code, Start Date",Positive
TC_709,Check and verify report data,Positive
TC_710,Check by clicking on PDF icon,Positive
TC_711,Check by clicking on excel icon,Positive
TC_712,Check and verify report data,Positive
TC_713,Check by clicking on PDF icon,Positive
TC_714,Check by clicking on Download icon,Positive
TC_715,Check and verify report data,Positive
TC_716,Check by clicking on PDF icon,Positive
TC_717,Check by clicking on Download icon,Positive
TC_718,Check and verify report data,Positive
TC_719,Check by clicking on PDF icon,Positive
TC_720,Check by clicking on Download icon,Positive
TC_721,Check and verify report data,Positive
TC_722,Check by clicking on PDF icon,Positive
TC_723,Check by clicking on Download icon,Positive
TC_724,Check and verify report data,Positive
TC_725,Check by clicking on PDF icon,Positive
TC_726,Check by clicking on Download icon,Positive
TC_727,Check name of report on page,Positive
TC_728,Check fields for Report,Positive
TC_729,Check and verify PMS code,Positive
TC_730,Check without selecting PMS code proceed further,Negative
TC_731,Check and verify Start date and end date,Positive
TC_732,Check with blank start date,Negative
TC_733,Check by selecting after T-7 start date,Negative
TC_734,Check with blank end date,Negative
TC_735,Check by selecting after T-7 end date,Negative
TC_736,Check by selecting start date greater than end date,Positive
TC_737,"Check by selecting valid PMS Code, Start Date and End Date",Positive
TC_738,Check and verify report data,Positive
TC_739,Check by clicking on PDF icon,Positive
TC_740,Check by clicking on Download icon,Positive
TC_741,Check and verify report data,Positive
TC_742,Check by clicking on PDF icon,Positive
TC_743,Check by clicking on Download icon,Positive
TC_744,Check and verify report data,Positive
TC_745,Check by clicking on PDF icon,Positive
TC_746,Check by clicking on Download icon,Positive
